symbol;name;open;high;low;close;volume;financial_volume;trades;bid;ask;category;due_date;maturity_type;strike;contract_size;exchange_id;created_at;updated_at;variation;spot_price;isin;security_category;market_maker;block_date;days_to_maturity;cnpj;quotationForm;lastUpdatedDividendsAt;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning
UGPAU196;ULTRAPAR ON, R$ 19.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;19.6;100;BOVESPA;2024-06-22T10:18:38.970Z;2024-06-22T10:18:38.970Z;0.0;21.59;BRUGPA3U0CP2;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;1718732742000;19.6;UPGRADE REQUIRED!!!
UGPAI201;ULTRAPAR ON, R$ 20.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;20.1;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0CE2;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;20.1;UPGRADE REQUIRED!!!
UGPAU201;ULTRAPAR ON, R$ 20.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;20.1;100;BOVESPA;2024-06-22T10:18:38.972Z;2024-06-22T10:18:38.972Z;0.0;21.59;BRUGPA3U0CL1;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;20.1;UPGRADE REQUIRED!!!
UGPAI206;ULTRAPAR ON, R$ 20.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;20.6;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0CG7;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;20.6;UPGRADE REQUIRED!!!
UGPAU206;ULTRAPAR ON, R$ 20.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;20.6;100;BOVESPA;2024-06-22T10:18:38.972Z;2024-06-22T10:18:38.972Z;0.0;21.59;BRUGPA3U0CK3;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;20.6;UPGRADE REQUIRED!!!
UGPAI211;ULTRAPAR ON, R$ 21.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;21.1;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0CJ1;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;21.1;UPGRADE REQUIRED!!!
UGPAU211;ULTRAPAR ON, R$ 21.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;21.1;100;BOVESPA;2024-06-22T10:18:38.972Z;2024-06-22T10:18:38.972Z;0.0;21.59;BRUGPA3U0CJ5;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;21.1;UPGRADE REQUIRED!!!
UGPAI216;ULTRAPAR ON, R$ 21.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;21.6;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0CD4;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;21.6;UPGRADE REQUIRED!!!
UGPAU216;ULTRAPAR ON, R$ 21.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;21.6;100;BOVESPA;2024-06-22T10:18:38.972Z;2024-06-22T10:18:38.972Z;0.0;21.59;BRUGPA3U0C40;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;1718733721000;21.6;UPGRADE REQUIRED!!!
UGPAI218;ULTRAPAR ON, R$ 21.85, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;21.85;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0C29;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;21.85;UPGRADE REQUIRED!!!
UGPAU218;ULTRAPAR ON, R$ 21.85, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;21.85;100;BOVESPA;2024-06-22T10:18:38.972Z;2024-06-22T10:18:38.972Z;0.0;21.59;BRUGPA3U0C24;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;21.85;UPGRADE REQUIRED!!!
UGPAI221;ULTRAPAR ON, R$ 22.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;22.1;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0C60;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;1718377226000;22.1;UPGRADE REQUIRED!!!
UGPAU221;ULTRAPAR ON, R$ 22.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;22.1;100;BOVESPA;2024-06-22T10:18:38.972Z;2024-06-22T10:18:38.972Z;0.0;21.59;BRUGPA3U0CB2;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;1718629553000;22.1;UPGRADE REQUIRED!!!
UGPAI223;ULTRAPAR ON, R$ 22.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;22.35;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0C11;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;1718647031000;22.35;UPGRADE REQUIRED!!!
UGPAU223;ULTRAPAR ON, R$ 22.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;22.35;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0C16;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;22.35;UPGRADE REQUIRED!!!
UGPAI226;ULTRAPAR ON, R$ 22.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;22.6;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0CO1;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;22.6;UPGRADE REQUIRED!!!
UGPAU226;ULTRAPAR ON, R$ 22.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;22.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CO5;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;22.6;UPGRADE REQUIRED!!!
UGPAI231;ULTRAPAR ON, R$ 23.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;23.1;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0C86;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;23.1;UPGRADE REQUIRED!!!
UGPAU231;ULTRAPAR ON, R$ 23.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;23.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0C65;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;23.1;UPGRADE REQUIRED!!!
UGPAI237;ULTRAPAR ON, R$ 23.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;23.35;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0BS4;7;False;2024-09-19;64;33256439000139;;2024-06-18T01:30:32.707Z;0;0;1719234000000;CALL;1713282985000;23.35;UPGRADE REQUIRED!!!
UGPAU237;ULTRAPAR ON, R$ 23.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;23.35;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BS8;7;False;2024-09-19;64;33256439000139;;2024-06-18T01:30:32.707Z;0;0;1719243014000;PUT;1712938962000;23.35;UPGRADE REQUIRED!!!
UGPAI236;ULTRAPAR ON, R$ 23.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;23.6;100;BOVESPA;2024-06-22T10:18:38.828Z;2024-06-22T10:18:38.828Z;0.0;21.59;BRUGPA3I0CA0;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;23.6;UPGRADE REQUIRED!!!
UGPAU236;ULTRAPAR ON, R$ 23.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;23.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CG1;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;23.6;UPGRADE REQUIRED!!!
UGPAI241;ULTRAPAR ON, R$ 24.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;24.1;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0CH5;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;24.1;UPGRADE REQUIRED!!!
UGPAU241;ULTRAPAR ON, R$ 24.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;24.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CT4;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;24.1;UPGRADE REQUIRED!!!
UGPAI243;ULTRAPAR ON, R$ 24.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;24.35;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0BT2;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;24.35;UPGRADE REQUIRED!!!
UGPAU243;ULTRAPAR ON, R$ 24.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;24.35;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BU4;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;24.35;UPGRADE REQUIRED!!!
UGPAI246;ULTRAPAR ON, R$ 24.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;24.6;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0BY2;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;24.6;UPGRADE REQUIRED!!!
UGPAU246;ULTRAPAR ON, R$ 24.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;24.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BY6;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;24.6;UPGRADE REQUIRED!!!
UGPAI248;ULTRAPAR ON, R$ 24.85, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;24.85;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0BV8;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;24.85;UPGRADE REQUIRED!!!
UGPAU248;ULTRAPAR ON, R$ 24.85, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;24.85;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BT6;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;24.85;UPGRADE REQUIRED!!!
UGPAI251;ULTRAPAR ON, R$ 25.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;25.1;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0C94;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;25.1;UPGRADE REQUIRED!!!
UGPAU251;ULTRAPAR ON, R$ 25.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;25.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0C81;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;25.1;UPGRADE REQUIRED!!!
UGPAI253;ULTRAPAR ON, R$ 25.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;25.35;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0BU0;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;25.35;UPGRADE REQUIRED!!!
UGPAU253;ULTRAPAR ON, R$ 25.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;25.35;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BW0;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;1718725529000;25.35;UPGRADE REQUIRED!!!
UGPAI256;ULTRAPAR ON, R$ 25.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;25.6;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0C03;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;25.6;UPGRADE REQUIRED!!!
UGPAU256;ULTRAPAR ON, R$ 25.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;25.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0C08;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;25.6;UPGRADE REQUIRED!!!
UGPAI258;ULTRAPAR ON, R$ 25.85, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;25.85;100;BOVESPA;2024-06-22T10:18:38.827Z;2024-06-22T10:18:38.827Z;0.0;21.59;BRUGPA3I0BW6;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;25.85;UPGRADE REQUIRED!!!
UGPAU258;ULTRAPAR ON, R$ 25.85, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;25.85;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BV2;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;25.85;UPGRADE REQUIRED!!!
UGPAI261;ULTRAPAR ON, R$ 26.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;26.1;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0CM5;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;26.1;UPGRADE REQUIRED!!!
UGPAU261;ULTRAPAR ON, R$ 26.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;26.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CF3;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;26.1;UPGRADE REQUIRED!!!
UGPAI263;ULTRAPAR ON, R$ 26.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;EUROPEAN;26.35;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0BX4;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;1717160785000;26.35;UPGRADE REQUIRED!!!
UGPAU263;ULTRAPAR ON, R$ 26.35, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;26.35;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BX8;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;26.35;UPGRADE REQUIRED!!!
UGPAI266;ULTRAPAR ON, R$ 26.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;26.6;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0BZ9;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;1717160637000;26.6;UPGRADE REQUIRED!!!
UGPAU266;ULTRAPAR ON, R$ 26.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;26.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0BZ3;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;26.6;UPGRADE REQUIRED!!!
UGPAI271;ULTRAPAR ON, R$ 27.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;27.1;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0CI3;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;27.1;UPGRADE REQUIRED!!!
UGPAU271;ULTRAPAR ON, R$ 27.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;27.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CE6;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;27.1;UPGRADE REQUIRED!!!
UGPAI276;ULTRAPAR ON, R$ 27.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;27.6;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0C52;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;27.6;UPGRADE REQUIRED!!!
UGPAU276;ULTRAPAR ON, R$ 27.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;27.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0C73;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;1719216333000;27.6;UPGRADE REQUIRED!!!
UGPAI281;ULTRAPAR ON, R$ 28.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;28.1;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0CK9;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;28.1;UPGRADE REQUIRED!!!
UGPAU281;ULTRAPAR ON, R$ 28.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;28.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CM9;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;28.1;UPGRADE REQUIRED!!!
UGPAI286;ULTRAPAR ON, R$ 28.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;28.6;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0CF9;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;28.6;UPGRADE REQUIRED!!!
UGPAU286;ULTRAPAR ON, R$ 28.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;28.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CI7;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;1719216333000;28.6;UPGRADE REQUIRED!!!
UGPAI291;ULTRAPAR ON, R$ 29.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;29.1;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0CT0;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;29.1;UPGRADE REQUIRED!!!
UGPAU291;ULTRAPAR ON, R$ 29.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;29.1;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0CQ0;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;29.1;UPGRADE REQUIRED!!!
UGPAI296;ULTRAPAR ON, R$ 29.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;29.6;100;BOVESPA;2024-06-22T10:18:38.805Z;2024-06-22T10:18:38.805Z;0.0;21.59;BRUGPA3I0CR4;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;29.6;UPGRADE REQUIRED!!!
UGPAU296;ULTRAPAR ON, R$ 29.60, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;29.6;100;BOVESPA;2024-06-22T10:18:38.968Z;2024-06-22T10:18:38.968Z;0.0;21.59;BRUGPA3U0C57;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;29.6;UPGRADE REQUIRED!!!
UGPAI301;ULTRAPAR ON, R$ 30.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;CALL;2024-09-20;AMERICAN;30.1;100;BOVESPA;2024-06-22T10:18:38.806Z;2024-06-22T10:18:38.806Z;0.0;21.59;BRUGPA3I0CQ6;7;False;2024-09-19;64;;;;0;0;1719234000000;CALL;-62167294412000;30.1;UPGRADE REQUIRED!!!
UGPAU301;ULTRAPAR ON, R$ 30.10, 20-09-2024;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;PUT;2024-09-20;EUROPEAN;30.1;100;BOVESPA;2024-06-22T10:18:38.969Z;2024-06-22T10:18:38.969Z;0.0;21.59;BRUGPA3U0CN7;7;False;2024-09-19;64;;;;0;0;1719234000000;PUT;-62167294412000;30.1;UPGRADE REQUIRED!!!
