symbol;block_date;category;contract_size;days_to_maturity;due_date;exchange_id;isin;market_maker;maturity_type;name;strike;updated_at;close;created_at;financial_volume;high;low;open;variation;volume;cnpj;ask;bid;quotationForm;security_category;spot_price;trades;bid_volume;ask_volume;time;type;last_trade_at;strike_eod;warning
YDUQG177;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05X5;False;EUROPEAN;YDUQS PART ON, R$ 17.48, 19-07-2024;17.48;2024-06-22T10:18:38.499Z;0.04;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1717180422000;17.48;
YDUQS177;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05X0;False;EUROPEAN;YDUQS PART ON, R$ 17.48, 19-07-2024;17.48;2024-06-22T10:18:38.682Z;0.0;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;17.48;
YDUQG180;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06R5;False;AMERICAN;YDUQS PART ON, R$ 17.73, 19-07-2024;17.73;2024-06-22T10:18:38.499Z;0.04;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1717605914000;17.73;
YDUQS180;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06E8;False;EUROPEAN;YDUQS PART ON, R$ 17.73, 19-07-2024;17.73;2024-06-22T10:18:38.682Z;2.05;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;1.5;;7;10.84;0;1500;0;1719234000000;PUT;1714748293000;17.73;
YDUQG182;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05R7;False;EUROPEAN;YDUQS PART ON, R$ 17.98, 19-07-2024;17.98;2024-06-22T10:18:38.499Z;0.01;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718908567000;17.98;
YDUQS182;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05R2;False;EUROPEAN;YDUQS PART ON, R$ 17.98, 19-07-2024;17.98;2024-06-22T10:18:38.682Z;1.98;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715088663000;17.98;
YDUQG185;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05W7;False;AMERICAN;YDUQS PART ON, R$ 18.23, 19-07-2024;18.23;2024-06-22T10:18:38.499Z;0.01;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1718117441000;18.23;
YDUQS185;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05Y8;False;EUROPEAN;YDUQS PART ON, R$ 18.23, 19-07-2024;18.23;2024-06-22T10:18:38.682Z;7.24;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1719216366000;18.23;
YDUQG187;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0797;False;EUROPEAN;YDUQS PART ON, R$ 18.48, 19-07-2024;18.48;2024-06-22T10:18:38.499Z;0.07;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1716298824000;18.48;
YDUQS187;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0736;False;EUROPEAN;YDUQS PART ON, R$ 18.48, 19-07-2024;18.48;2024-06-22T10:18:38.682Z;7.35;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718900955000;18.48;
YDUQG190;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0656;False;AMERICAN;YDUQS PART ON, R$ 18.73, 19-07-2024;18.73;2024-06-22T10:18:38.499Z;0.0;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;18.73;
YDUQS190;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06G3;False;EUROPEAN;YDUQS PART ON, R$ 18.73, 19-07-2024;18.73;2024-06-22T10:18:38.682Z;4.5;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1713360791000;18.73;
YDUQG192;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05T3;False;EUROPEAN;YDUQS PART ON, R$ 18.98, 19-07-2024;18.98;2024-06-22T10:18:38.499Z;0.0;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1705691396000;18.98;
YDUQS192;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05T8;False;EUROPEAN;YDUQS PART ON, R$ 18.98, 19-07-2024;18.98;2024-06-22T10:18:38.682Z;4.8;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715626844000;18.98;
YDUQG195;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0615;False;AMERICAN;YDUQS PART ON, R$ 19.23, 19-07-2024;19.23;2024-06-22T10:18:38.499Z;0.0;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;19.23;
YDUQS195;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0603;False;EUROPEAN;YDUQS PART ON, R$ 19.23, 19-07-2024;19.23;2024-06-22T10:18:38.682Z;0.0;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;19.23;
YDUQG197;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06Y1;False;EUROPEAN;YDUQS PART ON, R$ 19.48, 19-07-2024;19.48;2024-06-22T10:18:38.499Z;0.0;2024-06-22T10:18:38.499Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;19.48;
YDUQS197;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06V2;False;EUROPEAN;YDUQS PART ON, R$ 19.48, 19-07-2024;19.48;2024-06-22T10:18:38.682Z;6.79;2024-06-22T10:18:38.682Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1717437948000;19.48;
YDUQG200;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06G8;False;AMERICAN;YDUQS PART ON, R$ 19.73, 19-07-2024;19.73;2024-06-22T10:18:38.502Z;0.05;2024-06-22T10:18:38.502Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.1;0.0;;7;10.84;0;0;5000;1719234000000;CALL;1716815483000;19.73;
YDUQS200;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06J7;False;EUROPEAN;YDUQS PART ON, R$ 19.73, 19-07-2024;19.73;2024-06-22T10:18:38.687Z;0.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;19.73;
YDUQG202;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05S5;False;EUROPEAN;YDUQS PART ON, R$ 19.98, 19-07-2024;19.98;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1705691396000;19.98;
YDUQS202;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05S0;False;EUROPEAN;YDUQS PART ON, R$ 19.98, 19-07-2024;19.98;2024-06-22T10:18:38.687Z;0.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1686684137000;19.98;
YDUQG205;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05V9;False;AMERICAN;YDUQS PART ON, R$ 20.23, 19-07-2024;20.23;2024-06-22T10:18:38.503Z;0.01;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.19;0.0;;7;10.84;0;0;100;1719234000000;CALL;1717422574000;20.23;
YDUQS205;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05U6;False;EUROPEAN;YDUQS PART ON, R$ 20.23, 19-07-2024;20.23;2024-06-22T10:18:38.687Z;6.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715628581000;20.23;
YDUQG207;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06W5;False;EUROPEAN;YDUQS PART ON, R$ 20.48, 19-07-2024;20.48;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;20.48;
YDUQS207;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0751;False;EUROPEAN;YDUQS PART ON, R$ 20.48, 19-07-2024;20.48;2024-06-22T10:18:38.687Z;9.35;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718907538000;20.48;
YDUQG210;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0649;False;AMERICAN;YDUQS PART ON, R$ 20.73, 19-07-2024;20.73;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;20.73;
YDUQS210;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05Z5;False;EUROPEAN;YDUQS PART ON, R$ 20.73, 19-07-2024;20.73;2024-06-22T10:18:38.687Z;0.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;20.73;
YDUQG212;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07A9;False;EUROPEAN;YDUQS PART ON, R$ 20.98, 19-07-2024;20.98;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;20.98;
YDUQS212;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07G1;False;EUROPEAN;YDUQS PART ON, R$ 20.98, 19-07-2024;20.98;2024-06-22T10:18:38.687Z;0.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;20.98;
YDUQG215;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06B9;False;AMERICAN;YDUQS PART ON, R$ 21.23, 19-07-2024;21.23;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;21.23;
YDUQS215;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06Q2;False;EUROPEAN;YDUQS PART ON, R$ 21.23, 19-07-2024;21.23;2024-06-22T10:18:38.687Z;10.25;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718808165000;21.23;
YDUQG217;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07F8;False;EUROPEAN;YDUQS PART ON, R$ 21.48, 19-07-2024;21.48;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;21.48;
YDUQS217;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0769;False;EUROPEAN;YDUQS PART ON, R$ 21.48, 19-07-2024;21.48;2024-06-22T10:18:38.687Z;0.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;21.48;
YDUQG220;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06O2;False;AMERICAN;YDUQS PART ON, R$ 21.73, 19-07-2024;21.73;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;21.73;
YDUQS220;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06C2;False;EUROPEAN;YDUQS PART ON, R$ 21.73, 19-07-2024;21.73;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;21.73;
YDUQG222;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06S3;False;EUROPEAN;YDUQS PART ON, R$ 21.98, 19-07-2024;21.98;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;21.98;
YDUQS222;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S07A4;False;EUROPEAN;YDUQS PART ON, R$ 21.98, 19-07-2024;21.98;2024-06-22T10:18:38.688Z;7.55;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1716385921000;21.98;
YDUQG225;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06F0;False;AMERICAN;YDUQS PART ON, R$ 22.23, 19-07-2024;22.23;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;22.23;
YDUQS225;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0611;False;EUROPEAN;YDUQS PART ON, R$ 22.23, 19-07-2024;22.23;2024-06-22T10:18:38.687Z;0.0;2024-06-22T10:18:38.687Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;22.23;
YDUQG227;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G07B7;False;EUROPEAN;YDUQS PART ON, R$ 22.48, 19-07-2024;22.48;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;22.48;
YDUQS227;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06X8;False;EUROPEAN;YDUQS PART ON, R$ 22.48, 19-07-2024;22.48;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;22.48;
YDUQG230;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06I4;False;AMERICAN;YDUQS PART ON, R$ 22.73, 19-07-2024;22.73;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;22.73;
YDUQS230;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S05V4;False;EUROPEAN;YDUQS PART ON, R$ 22.73, 19-07-2024;22.73;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;22.73;
YDUQG232;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0748;False;EUROPEAN;YDUQS PART ON, R$ 22.98, 19-07-2024;22.98;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;22.98;
YDUQS232;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0702;False;EUROPEAN;YDUQS PART ON, R$ 22.98, 19-07-2024;22.98;2024-06-22T10:18:38.688Z;11.75;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718904168000;22.98;
YDUQG235;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06H6;False;AMERICAN;YDUQS PART ON, R$ 23.23, 19-07-2024;23.23;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;23.23;
YDUQS235;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0637;False;EUROPEAN;YDUQS PART ON, R$ 23.23, 19-07-2024;23.23;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;23.23;
YDUQG237;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0730;False;EUROPEAN;YDUQS PART ON, R$ 23.48, 19-07-2024;23.48;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;23.48;
YDUQS237;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06W0;False;EUROPEAN;YDUQS PART ON, R$ 23.48, 19-07-2024;23.48;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;23.48;
YDUQG240;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0698;False;AMERICAN;YDUQS PART ON, R$ 23.73, 19-07-2024;23.73;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;23.73;
YDUQS240;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06A6;False;EUROPEAN;YDUQS PART ON, R$ 23.73, 19-07-2024;23.73;2024-06-22T10:18:38.688Z;10.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1715870600000;23.73;
YDUQG242;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06U9;False;EUROPEAN;YDUQS PART ON, R$ 23.98, 19-07-2024;23.98;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;23.98;
YDUQS242;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0785;False;EUROPEAN;YDUQS PART ON, R$ 23.98, 19-07-2024;23.98;2024-06-22T10:18:38.688Z;12.55;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718892704000;23.98;
YDUQG245;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06D5;False;AMERICAN;YDUQS PART ON, R$ 24.23, 19-07-2024;24.23;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;24.23;
YDUQS245;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S0660;False;EUROPEAN;YDUQS PART ON, R$ 24.23, 19-07-2024;24.23;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;24.23;
YDUQG247;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06X3;False;EUROPEAN;YDUQS PART ON, R$ 24.48, 19-07-2024;24.48;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;24.48;
YDUQS247;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06S8;False;EUROPEAN;YDUQS PART ON, R$ 24.48, 19-07-2024;24.48;2024-06-22T10:18:38.688Z;13.25;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1718900683000;24.48;
YDUQG250;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G05Z0;False;AMERICAN;YDUQS PART ON, R$ 24.73, 19-07-2024;24.73;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;24.73;
YDUQS250;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06H1;False;EUROPEAN;YDUQS PART ON, R$ 24.73, 19-07-2024;24.73;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;24.73;
YDUQG252;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G06Z8;False;EUROPEAN;YDUQS PART ON, R$ 24.98, 19-07-2024;24.98;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;24.98;
YDUQS252;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06U4;False;EUROPEAN;YDUQS PART ON, R$ 24.98, 19-07-2024;24.98;2024-06-22T10:18:38.688Z;0.0;2024-06-22T10:18:38.688Z;0;0.0;0.0;0.0;0.0;0;;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;24.98;
YDUQG255;2024-07-18;CALL;100;19;2024-07-19;BOVESPA;BRYDUQ3G0623;False;AMERICAN;YDUQS PART ON, R$ 25.23, 19-07-2024;25.23;2024-06-22T10:18:38.503Z;0.0;2024-06-22T10:18:38.503Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;CALL;1688582413000;25.23;
YDUQS255;2024-07-18;PUT;100;19;2024-07-19;BOVESPA;BRYDUQ3S06K5;False;EUROPEAN;YDUQS PART ON, R$ 25.23, 19-07-2024;25.23;2024-06-22T10:18:38.689Z;0.0;2024-06-22T10:18:38.689Z;0;0.0;0.0;0.0;0.0;0;08807432000110;0.0;0.0;;7;10.84;0;0;0;1719234000000;PUT;1688582413000;25.23;
